  2459743.999985      1745.465942         7.564132
  2459744.001374      1737.999023         7.558313
  2459744.002763      1765.431030         7.578623
  2459744.004152      1738.647339         7.551147
  2459744.005540      1746.299316         7.566289
  2459744.009707      1741.007568         7.551682
  2459744.012485      1743.250732         7.550913
  2459744.015263      1765.695312         7.575974
  2459744.018041      1739.155396         7.555630
  2459744.019429      1750.200195         7.570893
  2459744.020818      1757.916260         7.572282
  2459744.022207      1744.633179         7.557657
  2459744.023596      1758.264893         7.582175
  2459744.024985      1744.709351         7.562928
  2459744.026374      1748.350098         7.570815
  2459744.027763      1746.528931         7.563600
  2459744.029152      1747.781006         7.555281
  2459744.030541      1740.166626         7.553171
  2459744.031929      1746.473633         7.563678
  2459744.033318      1735.387573         7.552986
  2459744.034707      1733.758301         7.549365
  2459744.036096      1749.451904         7.562975
  2459744.037485      1755.328735         7.573094
  2459744.038874      1745.369507         7.557341
  2459744.040263      1742.237671         7.555259
  2459744.041652      1761.508789         7.581746
  2459744.043041      1763.980957         7.578835
  2459744.044429      1750.274414         7.566654
  2459744.045818      1755.810059         7.569457
  2459744.047207      1733.339722         7.550648
  2459744.048596      1741.288086         7.555595
  2459744.049985      1751.747559         7.569456
  2459744.051374      1750.569336         7.568897
  2459744.052763      1741.318115         7.559338
  2459744.054152      1754.291626         7.579298
  2459744.055541      1747.779907         7.571268
  2459744.056929      1746.610352         7.560361
  2459744.058318      1752.707764         7.566130
  2459744.059707      1739.037354         7.563524
  2459744.061096      1748.119995         7.562680
  2459744.062485      1746.944702         7.563870
  2459744.063874      1743.740356         7.556450
  2459744.065263      1752.608887         7.575061
  2459744.066652      1748.474854         7.564426
  2459744.068041      1747.994141         7.565002
  2459744.069429      1732.125610         7.547651
  2459744.070818      1740.635498         7.568126
  2459744.072207      1737.935547         7.559910
  2459744.073596      1737.559570         7.554377
  2459744.074985      1754.195923         7.578254
  2459744.076374      1738.640503         7.566020
  2459744.077763      1745.393921         7.557676
  2459744.079152      1760.493652         7.576999
  2459744.080541      1735.096680         7.557190
  2459744.081929      1744.132446         7.568271
  2459744.083318      1740.289307         7.560376
  2459744.084707      1748.780151         7.570661
  2459744.086096      1736.785645         7.557683
  2459744.087485      1745.592285         7.570448
  2459744.088874      1737.144409         7.569576
  2459744.090263      1754.298828         7.569380
  2459744.091652      1734.748901         7.557819
  2459744.093041      1750.210571         7.567423
  2459744.094429      1752.650391         7.567474
  2459744.095818      1743.857544         7.559171
  2459744.097207      1747.565063         7.568238
  2459744.098596      1736.691895         7.552138
  2459744.099985      1749.886719         7.569758
  2459744.101374      1741.793213         7.556210
  2459744.102763      1748.285645         7.565094
  2459744.104152      1748.741211         7.558593
  2459744.105541      1746.737427         7.565547
  2459744.106929      1742.491333         7.573363
  2459744.108318      1739.417236         7.563137
  2459744.109707      1730.150513         7.553293
  2459744.111096      1745.094604         7.562305
  2459744.112485      1744.369263         7.565182
  2459744.113874      1752.647705         7.572150
  2459744.115263      1781.904541         7.600791
  2459744.116652      1745.363281         7.561102
  2459744.118041      1740.451538         7.561780
  2459744.119429      1748.741699         7.566883
  2459744.120818      1757.157349         7.578947
  2459744.122207      1732.610718         7.549062
  2459744.123596      1740.621216         7.566891
  2459744.124985      1743.145142         7.562135
  2459744.126374      1742.182861         7.558491
  2459744.127763      1744.696533         7.568487
  2459744.129152      1737.912964         7.557918
  2459744.130541      1745.713867         7.569161
  2459744.131929      1751.178467         7.563565
  2459744.133318      1746.134888         7.565008
  2459744.134707      1747.385986         7.565063
  2459744.136096      1729.126709         7.543506
  2459744.137485      1747.588135         7.577268
  2459744.138874      1744.833618         7.560871
  2459744.140263      1743.506348         7.557676
  2459744.141652      1726.967407         7.552420
  2459744.143041      1748.636597         7.567396
  2459744.144429      1743.657471         7.562583
  2459744.145818      1765.582886         7.575784
  2459744.147207      1728.684814         7.539955
  2459744.148596      1750.392822         7.567115
  2459744.149985      1748.002441         7.562984
  2459744.151374      1752.108521         7.567400
  2459744.152763      1732.652100         7.549764
  2459744.154152      1751.043945         7.570224
  2459744.155541      1736.278442         7.561870
  2459744.156929      1742.967896         7.564452
  2459744.158318      1743.078247         7.562080
  2459744.159707      1731.546875         7.550514
  2459744.161096      1738.652832         7.562709
  2459744.162485      1746.683105         7.561221
  2459744.163874      1749.347656         7.573129
  2459744.165263      1734.554199         7.560191
  2459744.166652      1749.878784         7.566723
  2459744.168041      1755.283081         7.574509
  2459744.169429      1750.018921         7.575616
  2459744.170818      1736.347534         7.554709
  2459744.172207      1734.814331         7.553816
  2459744.173596      1734.199585         7.556890
  2459744.174985      1747.459839         7.557690
  2459744.176374      1750.254517         7.568638
  2459744.177763      1753.425903         7.564044
  2459744.179152      1749.414429         7.565056
  2459744.180541      1752.516479         7.566903
  2459744.181929      1738.661133         7.557956
  2459744.183318      1736.879883         7.554065
  2459744.184707      1756.232910         7.576257
  2459744.186096      1743.402832         7.576424
  2459744.187485      1746.061401         7.564951
  2459744.188874      1734.215088         7.551463
  2459744.190263      1751.903687         7.575883
  2459744.191652      1746.767700         7.571168
  2459744.193040      1731.043823         7.551577
  2459744.194429      1744.524780         7.566184
  2459744.195818      1741.434692         7.557627
  2459744.197207      1749.791016         7.564566
