  2459718.9384700       0.999062       0.004931 0 -1 -1 
  2459718.9398590       0.994965       0.004917 0 -1 -1 
  2459718.9412480       0.999516       0.004925 0 -1 -1 
  2459718.9426370       0.996224       0.004934 0 -1 -1 
  2459718.9440260       1.001951       0.004938 0 -1 -1 
  2459718.9454150       1.000477       0.004947 0 -1 -1 
  2459718.9468040       0.995229       0.004946 0 -1 -1 
  2459718.9481930       0.992254       0.004944 0 -1 -1 
  2459718.9495820       1.000747       0.004953 0 -1 -1 
  2459718.9509710       0.997734       0.004962 0 -1 -1 
  2459718.9523600       0.999266       0.004966 0 -1 -1 
  2459718.9537480       1.009202       0.004979 0 -1 -1 
  2459718.9551370       1.001246       0.004981 0 -1 -1 
  2459718.9565260       1.004820       0.004988 0 -1 -1 
  2459718.9579150       0.986979       0.004982 0 -1 -1 
  2459718.9593040       0.998127       0.004986 0 -1 -1 
  2459718.9606930       0.996584       0.004991 0 -1 -1 
  2459718.9620820       0.991116       0.004997 0 -1 -1 
  2459718.9634710       1.003120       0.005009 0 -1 -1 
  2459718.9648600       1.004487       0.005015 0 -1 -1 
  2459718.9662490       0.999280       0.005016 0 -1 -1 
  2459718.9676380       0.986225       0.005011 0 -1 -1 
  2459718.9690270       1.007671       0.005022 0 -1 -1 
  2459718.9704150       1.005380       0.005032 0 -1 -1 
  2459718.9718040       0.992078       0.005022 0 -1 -1 
  2459718.9731930       1.004212       0.005043 0 -1 -1 
  2459718.9745820       1.006387       0.005047 0 -1 -1 
  2459718.9759710       0.996522       0.005041 0 -1 -1 
  2459718.9773600       0.991614       0.005044 0 -1 -1 
  2459718.9787490       0.994532       0.005050 0 -1 -1 
  2459718.9801380       0.991395       0.005055 0 -1 -1 
  2459718.9815270       0.992696       0.005062 0 -1 -1 
  2459718.9829160       0.998775       0.005064 0 -1 -1 
  2459718.9843050       1.007644       0.005078 0 -1 -1 
  2459718.9856940       0.995838       0.005076 0 -1 -1 
  2459718.9870830       1.003809       0.005087 0 -1 -1 
  2459718.9884710       0.996479       0.005084 0 -1 -1 
  2459718.9898600       0.997328       0.005093 0 -1 -1 
  2459718.9912490       0.991658       0.005089 0 -1 -1 
  2459718.9926380       0.987154       0.005093 0 -1 -1 
  2459718.9940270       0.996600       0.005107 0 -1 -1 
  2459718.9954160       0.998623       0.005113 0 -1 -1 
  2459718.9968050       0.996103       0.005111 0 -1 -1 
  2459718.9981940       0.997855       0.005132 0 -1 -1 
  2459718.9995830       1.001017       0.005126 0 -1 -1 
  2459719.0009720       0.996447       0.005132 0 -1 -1 
  2459719.0023610       0.999207       0.005134 0 -1 -1 
  2459719.0037500       1.009660       0.005150 0 -1 -1 
  2459719.0051380       0.991829       0.005147 0 -1 -1 
  2459719.0065270       0.992144       0.005150 0 -1 -1 
  2459719.0079160       1.000673       0.005154 0 -1 -1 
  2459719.0093050       1.000518       0.005162 0 -1 -1 
  2459719.0106940       1.013133       0.005176 0 -1 -1 
  2459719.0120830       1.000038       0.005173 0 -1 -1 
  2459719.0134720       0.995865       0.005176 0 -1 -1 
  2459719.0148610       1.003028       0.005186 0 -1 -1 
  2459719.0162500       0.994027       0.005184 0 -1 -1 
  2459719.0176390       0.997881       0.005192 0 -1 -1 
  2459719.0190280       1.003855       0.005195 0 -1 -1 
  2459719.0204170       1.016595       0.005213 0 -1 -1 
  2459719.0218060       1.005870       0.005210 0 -1 -1 
  2459719.0231940       1.010285       0.005221 0 -1 -1 
  2459719.0245830       1.000642       0.005216 0 -1 -1 
  2459719.0259720       0.995255       0.005216 0 -1 -1 
  2459719.0273610       0.992129       0.005217 0 -1 -1 
  2459719.0287500       1.002206       0.005230 0 -1 -1 
  2459719.0301390       1.005212       0.005240 0 -1 -1 
  2459719.0315280       1.010147       0.005245 0 -1 -1 
  2459719.0329170       1.001656       0.005248 0 -1 -1 
  2459719.0343060       1.008496       0.005261 0 -1 -1 
  2459719.0356950       1.003609       0.005262 0 -1 -1 
  2459719.0370840       1.005697       0.005271 0 -1 -1 
  2459719.0384730       1.005078       0.005270 0 -1 -1 
  2459719.0398610       1.006826       0.005278 0 -1 -1 
  2459719.0412500       0.988558       0.005267 0 -1 -1 
  2459719.0426390       0.999098       0.005285 0 -1 -1 
  2459719.0440280       1.000722       0.005285 0 -1 -1 
  2459719.0454170       1.004456       0.005291 0 -1 -1 
  2459719.0468060       1.002241       0.005301 0 -1 -1 
  2459719.0481950       0.994569       0.005296 0 -1 -1 
  2459719.0495840       1.005247       0.005310 0 -1 -1 
  2459719.0509730       0.998925       0.005312 0 -1 -1 
  2459719.0523620       0.995050       0.005311 0 -1 -1 
  2459719.0537510       1.006026       0.005324 0 -1 -1 
  2459719.0551400       0.997801       0.005327 0 -1 -1 
  2459719.0565290       1.005246       0.005330 0 -1 -1 
  2459719.0579170       1.004670       0.005329 0 -1 -1 
  2459719.0593060       1.001298       0.005336 0 -1 -1 
  2459719.0606950       1.005901       0.005345 0 -1 -1 
  2459719.0620840       1.005429       0.005355 0 -1 -1 
  2459719.0634730       0.999778       0.005353 0 -1 -1 
  2459719.0648620       1.007266       0.005358 0 -1 -1 
  2459719.0662510       1.004955       0.005363 0 -1 -1 
  2459719.0676400       1.004219       0.005360 0 -1 -1 
  2459719.0690290       0.995106       0.005360 0 -1 -1 
  2459719.0704180       1.005811       0.005373 0 -1 -1 
  2459719.0718070       0.996327       0.005371 0 -1 -1 
  2459719.0731960       1.000664       0.005372 0 -1 -1 
  2459719.0745840       1.006090       0.005385 0 -1 -1 
  2459719.0759730       1.006952       0.005385 0 -1 -1 
  2459719.0773620       1.002989       0.005387 0 -1 -1 
  2459719.0787510       1.006443       0.005387 0 -1 -1 
  2459725.2427810       0.995051       0.005295 0 -1 -1 
  2459725.2441700       1.000665       0.005297 0 -1 -1 
  2459725.2455590       1.003243       0.005297 0 -1 -1 
  2459725.2469480       1.004719       0.005301 0 -1 -1 
  2459725.2483370       0.996646       0.005293 0 -1 -1 
  2459725.2497260       1.005571       0.005298 0 -1 -1 
  2459725.2511140       1.000385       0.005295 0 -1 -1 
  2459725.2525030       0.997267       0.005293 0 -1 -1 
  2459725.2538920       0.997095       0.005291 0 -1 -1 
  2459725.2552810       1.005965       0.005295 0 -1 -1 
  2459725.2566700       1.004244       0.005297 0 -1 -1 
  2459725.2580590       0.998327       0.005290 0 -1 -1 
  2459725.2594480       1.012712       0.005296 0 -1 -1 
  2459725.2608370       0.988417       0.005281 0 -1 -1 
  2459725.2622260       1.007058       0.005292 0 -1 -1 
  2459725.2636150       1.001348       0.005289 0 -1 -1 
  2459725.2650040       1.009213       0.005290 0 -1 -1 
  2459725.2663930       1.007259       0.005289 0 -1 -1 
  2459725.2677810       1.008362       0.005286 0 -1 -1 
  2459725.2691700       1.000247       0.005279 0 -1 -1 
  2459725.2705590       1.002540       0.005284 0 -1 -1 
  2459725.2719480       0.992981       0.005270 0 -1 -1 
  2459725.2733370       1.015756       0.005291 0 -1 -1 
  2459725.2747260       1.003039       0.005275 0 -1 -1 
  2459725.2761150       0.993290       0.005268 0 -1 -1 
  2459725.2775040       1.002779       0.005273 0 -1 -1 
  2459725.2788930       0.999203       0.005271 0 -1 -1 
  2459725.2802820       1.001869       0.005272 0 -1 -1 
  2459725.2816710       1.007681       0.005279 0 -1 -1 
  2459725.2830600       0.996408       0.005264 0 -1 -1 
  2459725.2844490       0.999119       0.005271 0 -1 -1 
  2459725.2858370       1.001579       0.005269 0 -1 -1 
  2459725.2872260       1.007947       0.005273 0 -1 -1 
  2459725.2886150       1.004264       0.005266 0 -1 -1 
  2459725.2900040       1.004617       0.005267 0 -1 -1 
  2459725.2913930       0.998918       0.005259 0 -1 -1 
  2459725.2927820       0.999948       0.005256 0 -1 -1 
  2459725.2941710       0.999861       0.005257 0 -1 -1 
  2459725.2955600       1.000866       0.005255 0 -1 -1 
  2459725.2969490       0.993524       0.005250 0 -1 -1 
  2459725.2983380       1.002026       0.005254 0 -1 -1 
