descriptor BJD Tc_folded phase mod 
2459467.269832 0.000000 0.000000     0.761834
2459467.269839 0.000000 0.000000     0.761834
2459467.269846 0.000000 0.000000     0.761834
2459467.269852 0.000000 0.000000     0.761834
2459467.269859 0.000000 0.000000     0.761833
2459467.269866 0.000000 0.000000     0.761833
2459467.269872 0.000000 0.000000     0.761833
2459467.269879 0.000000 0.000000     0.761833
2459467.269886 0.000000 0.000000     0.761833
2459467.269892 0.000000 0.000000     0.761833
2459467.269899 0.000000 0.000000     0.761833
2459467.269906 0.000000 0.000000     0.761833
2459467.269912 0.000000 0.000000     0.761833
2459467.269919 0.000000 0.000000     0.761833
2459467.269926 0.000000 0.000000     0.761833
2459467.269932 0.000000 0.000000     0.761833
2459467.269939 0.000000 0.000000     0.761833
2459467.269946 0.000000 0.000000     0.761833
2459467.269952 0.000000 0.000000     0.761833
2459467.269959 0.000000 0.000000     0.761833
2459467.269966 0.000000 0.000000     0.761833
2459467.269972 0.000000 0.000000     0.761833
2459467.269979 0.000000 0.000000     0.761833
2459467.269986 0.000000 0.000000     0.761833
2459467.269992 0.000000 0.000000     0.761833
2459467.269999 0.000000 0.000000     0.761833
2459467.270006 0.000000 0.000000     0.761833
2459467.270012 0.000000 0.000000     0.761833
2459467.270019 0.000000 0.000000     0.761833
2459467.270026 0.000000 0.000000     0.761832
2459467.270032 0.000000 0.000000     0.761832
2459467.270039 0.000000 0.000000     0.761832
2459467.270046 0.000000 0.000000     0.761832
2459467.270052 0.000000 0.000000     0.761832
2459467.270059 0.000000 0.000000     0.761832
2459467.270066 0.000000 0.000000     0.761832
2459467.270072 0.000000 0.000000     0.761832
2459467.270079 0.000000 0.000000     0.761832
2459467.270086 0.000000 0.000000     0.761832
2459467.270092 0.000000 0.000000     0.761832
2459467.270099 0.000000 0.000000     0.761832
2459467.270106 0.000000 0.000000     0.761832
2459467.270112 0.000000 0.000000     0.761832
2459467.270119 0.000000 0.000000     0.761832
2459467.270126 0.000000 0.000000     0.761832
2459467.270132 0.000000 0.000000     0.761832
2459467.270139 0.000000 0.000000     0.761832
2459467.270146 0.000000 0.000000     0.761832
2459467.270152 0.000000 0.000000     0.761832
2459467.270159 0.000000 0.000000     0.761832
2459467.270166 0.000000 0.000000     0.761832
2459467.270172 0.000000 0.000000     0.761832
2459467.270179 0.000000 0.000000     0.761832
2459467.270186 0.000000 0.000000     0.761831
2459467.270192 0.000000 0.000000     0.761831
2459467.270199 0.000000 0.000000     0.761831
2459467.270206 0.000000 0.000000     0.761831
2459467.270212 0.000000 0.000000     0.761831
2459467.270219 0.000000 0.000000     0.761831
2459467.270226 0.000000 0.000000     0.761831
2459467.270232 0.000000 0.000000     0.761831
2459467.270239 0.000000 0.000000     0.761831
2459467.270246 0.000000 0.000000     0.761831
2459467.270252 0.000000 0.000000     0.761831
2459467.270259 0.000000 0.000000     0.761831
2459467.270266 0.000000 0.000000     0.761831
2459467.270272 0.000000 0.000000     0.761831
2459467.270279 0.000000 0.000000     0.761831
2459467.270286 0.000000 0.000000     0.761831
2459467.270292 0.000000 0.000000     0.761831
2459467.270299 0.000000 0.000000     0.761831
2459467.270306 0.000000 0.000000     0.761831
2459467.270312 0.000000 0.000000     0.761831
2459467.270319 0.000000 0.000000     0.761831
2459467.270326 0.000000 0.000000     0.761831
2459467.270332 0.000000 0.000000     0.761831
2459467.270339 0.000000 0.000000     0.761831
2459467.270346 0.000000 0.000000     0.761830
2459467.270352 0.000000 0.000000     0.761830
2459467.270359 0.000000 0.000000     0.761830
2459467.270366 0.000000 0.000000     0.761830
2459467.270372 0.000000 0.000000     0.761830
2459467.270379 0.000000 0.000000     0.761830
